"Active","ServerName","DatabaseName","FilePath","CreateSchema","ObjectType","SchemaAuth","SchemaName","ObjectName","ParentObjectName","DropTruncateIfExists","Variables","FileName"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_ap_mst_strdev_plan","","DROP","","dbo_csp_ap_mst_strdev_plan.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_ep_dixons_plan_buab","","DROP","","dbo_csp_ep_dixons_plan_buab.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_ep_dixons_plan_bual","","DROP","","dbo_csp_ep_dixons_plan_bual.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_ep_dixons_plan_buas","","DROP","","dbo_csp_ep_dixons_plan_buas.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_ep_dixons_plan_buks","","DROP","","dbo_csp_ep_dixons_plan_buks.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_ep_dixons_plan_burp","","DROP","","dbo_csp_ep_dixons_plan_burp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_ep_dixon_reporting_flag","","DROP","","dbo_csp_ep_dixon_reporting_flag.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_actcap","","DROP","","dbo_csp_fnr_aip_actcap.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altdmdcrd","","DROP","","dbo_csp_fnr_aip_altdmdcrd.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altmsk","","DROP","","dbo_csp_fnr_aip_altmsk.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altmskstr","","DROP","","dbo_csp_fnr_aip_altmskstr.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altmskwh","","DROP","","dbo_csp_fnr_aip_altmskwh.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altovrstk","","DROP","","dbo_csp_fnr_aip_altovrstk.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altskudtk","","DROP","","dbo_csp_fnr_aip_altskudtk.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altskustr","","DROP","","dbo_csp_fnr_aip_altskustr.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altslscrd","","DROP","","dbo_csp_fnr_aip_altslscrd.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altthrglb","","DROP","","dbo_csp_fnr_aip_altthrglb.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altthrskucmp","","DROP","","dbo_csp_fnr_aip_altthrskucmp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altthrskudtk","","DROP","","dbo_csp_fnr_aip_altthrskudtk.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altthrskustr","","DROP","","dbo_csp_fnr_aip_altthrskustr.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altthrspg","","DROP","","dbo_csp_fnr_aip_altthrspg.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_altthrspgcmp","","DROP","","dbo_csp_fnr_aip_altthrspgcmp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_autord","","DROP","","dbo_csp_fnr_aip_autord.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_crp","","DROP","","dbo_csp_fnr_aip_crp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmdsrc","","DROP","","dbo_csp_fnr_aip_dmdsrc.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmeattdef","","DROP","","dbo_csp_fnr_aip_dmeattdef.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmeattrib","","DROP","","dbo_csp_fnr_aip_dmeattrib.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmeexc","","DROP","","dbo_csp_fnr_aip_dmeexc.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmelowdef","","DROP","","dbo_csp_fnr_aip_dmelowdef.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmelowexc","","DROP","","dbo_csp_fnr_aip_dmelowexc.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmelowglb","","DROP","","dbo_csp_fnr_aip_dmelowglb.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmeprddat","","DROP","","dbo_csp_fnr_aip_dmeprddat.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmesocd4w","","DROP","","dbo_csp_fnr_aip_dmesocd4w.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmesocexp","","DROP","","dbo_csp_fnr_aip_dmesocexp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmesocftn","","DROP","","dbo_csp_fnr_aip_dmesocftn.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmesocwk","","DROP","","dbo_csp_fnr_aip_dmesocwk.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmesrcdef","","DROP","","dbo_csp_fnr_aip_dmesrcdef.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmesrcexp","","DROP","","dbo_csp_fnr_aip_dmesrcexp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmestrdat","","DROP","","dbo_csp_fnr_aip_dmestrdat.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmestrpriexp","","DROP","","dbo_csp_fnr_aip_dmestrpriexp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmewocd4w","","DROP","","dbo_csp_fnr_aip_dmewocd4w.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmewocdef","","DROP","","dbo_csp_fnr_aip_dmewocdef.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmewocexp","","DROP","","dbo_csp_fnr_aip_dmewocexp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmewocftn","","DROP","","dbo_csp_fnr_aip_dmewocftn.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmewocglb","","DROP","","dbo_csp_fnr_aip_dmewocglb.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmewocwk","","DROP","","dbo_csp_fnr_aip_dmewocwk.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmewrcdef","","DROP","","dbo_csp_fnr_aip_dmewrcdef.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmewrcexp","","DROP","","dbo_csp_fnr_aip_dmewrcexp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dmn_tmb","","DROP","","dbo_csp_fnr_aip_dmn_tmb.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_dptcap","","DROP","","dbo_csp_fnr_aip_dptcap.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_futrelflg","","DROP","","dbo_csp_fnr_aip_futrelflg.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_locudh","","DROP","","dbo_csp_fnr_aip_locudh.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_lt","","DROP","","dbo_csp_fnr_aip_lt.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_numact","","DROP","","dbo_csp_fnr_aip_numact.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_onpofp","","DROP","","dbo_csp_fnr_aip_onpofp.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_pcklst","","DROP","","dbo_csp_fnr_aip_pcklst.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_pfochr","","DROP","","dbo_csp_fnr_aip_pfochr.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_prdudh","","DROP","","dbo_csp_fnr_aip_prdudh.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_prjfwdord","","DROP","","dbo_csp_fnr_aip_prjfwdord.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_prjinv","","DROP","","dbo_csp_fnr_aip_prjinv.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_prjls","","DROP","","dbo_csp_fnr_aip_prjls.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_relstt","","DROP","","dbo_csp_fnr_aip_relstt.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_spqamt","","DROP","","dbo_csp_fnr_aip_spqamt.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_spqcom","","DROP","","dbo_csp_fnr_aip_spqcom.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_spqdef","","DROP","","dbo_csp_fnr_aip_spqdef.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_spqexc","","DROP","","dbo_csp_fnr_aip_spqexc.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_spqglb","","DROP","","dbo_csp_fnr_aip_spqglb.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_srpat1","","DROP","","dbo_csp_fnr_aip_srpat1.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_srpat2","","DROP","","dbo_csp_fnr_aip_srpat2.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_srpat3","","DROP","","dbo_csp_fnr_aip_srpat3.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_srplowdef","","DROP","","dbo_csp_fnr_aip_srplowdef.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","Dixons","C:\APS2SQLDW\Output\3_FixSqlCode\PRD_INT\Views","1","View","dbo","int","csp_fnr_aip_srplowevt","","DROP","","dbo_csp_fnr_aip_srplowevt.dsql"
